age,gender,income,education,marital_status,credit_score,loan_amount,employment_status,dependents,home_ownership,loan_purpose,loan_status
69,Male,40,PhD,Married,542,36,Employed,3,Rent,Education,Rejected
70,Female,41,High School,Divorced,378,11,Employed,2,Rent,Car,Rejected
41,Male,23,Master,Single,736,20,Unemployed,4,Own,Business,Rejected
32,Female,84,High School,Married,760,10,Retired,5,Rent,Personal,Rejected
39,Male,82,PhD,Widowed,496,48,Retired,3,Mortgage,Education,Approved
47,Female,55,Bachelor,Widowed,330,10,Unemployed,0,Mortgage,Business,Rejected
21,Male,48,PhD,Married,329,37,Retired,0,Own,Business,Rejected
30,Female,88,PhD,Widowed,412,50,Retired,5,Rent,Business,Rejected
40,Female,130,PhD,Single,689,22,Retired,2,Own,Personal,Approved
25,Male,119,High School,Married,575,11,Unemployed,0,Mortgage,Car,Approved
35,Male,60,High School,Single,519,35,Unemployed,5,Rent,Car,Rejected
29,Male,67,PhD,Divorced,575,9,Self-Employed,3,Mortgage,Education,Rejected
48,Male,149,Bachelor,Widowed,311,15,Retired,1,Rent,Personal,Rejected
31,Male,130,High School,Widowed,792,19,Retired,1,Own,Car,Rejected
51,Female,81,Bachelor,Divorced,348,37,Unemployed,5,Mortgage,Education,Rejected
35,Male,126,High School,Divorced,309,6,Self-Employed,0,Own,Car,Approved
51,Male,125,Bachelor,Divorced,560,36,Unemployed,4,Mortgage,Home,Approved
28,Female,132,High School,Widowed,619,44,Unemployed,3,Rent,Personal,Rejected
58,Male,87,PhD,Divorced,485,5,Self-Employed,4,Rent,Home,Approved
29,Male,108,Master,Married,528,3,Unemployed,2,Mortgage,Car,Approved
66,Male,97,Master,Divorced,320,10,Employed,5,Mortgage,Car,Approved
32,Female,94,Bachelor,Married,315,13,Self-Employed,0,Mortgage,Home,Rejected
48,Male,44,Bachelor,Married,779,4,Retired,5,Rent,Personal,Rejected
66,Female,26,PhD,Single,305,40,Retired,2,Own,Education,Rejected
46,Female,132,PhD,Married,597,33,Self-Employed,4,Own,Business,Rejected
43,Male,55,Bachelor,Married,558,34,Retired,3,Mortgage,Home,Approved
35,Female,29,Master,Divorced,339,36,Employed,4,Own,Personal,Rejected
49,Male,132,PhD,Widowed,575,33,Retired,1,Own,Personal,Rejected
39,Male,55,Bachelor,Divorced,818,21,Self-Employed,4,Own,Business,Rejected
55,Male,37,PhD,Single,810,39,Unemployed,4,Own,Education,Rejected
34,Male,121,PhD,Single,607,5,Self-Employed,4,Rent,Education,Rejected
40,Male,44,High School,Widowed,832,45,Self-Employed,4,Rent,Car,Rejected
41,Female,52,PhD,Married,779,13,Employed,3,Rent,Car,Rejected
67,Female,106,Bachelor,Single,713,40,Retired,0,Mortgage,Home,Approved
25,Female,92,PhD,Widowed,822,17,Self-Employed,3,Mortgage,Education,Approved
58,Female,25,Bachelor,Divorced,764,10,Retired,5,Rent,Home,Approved
23,Male,86,High School,Divorced,708,10,Unemployed,2,Own,Car,Rejected
22,Male,112,High School,Divorced,349,2,Self-Employed,1,Rent,Home,Rejected
61,Female,127,Master,Married,344,38,Self-Employed,0,Own,Business,Rejected
46,Male,45,High School,Married,570,21,Retired,5,Own,Home,Approved
45,Female,57,High School,Widowed,574,1,Employed,5,Rent,Car,Rejected
28,Female,122,Bachelor,Single,722,30,Employed,1,Mortgage,Car,Approved
18,Female,61,Master,Divorced,334,18,Retired,1,Own,Business,Rejected
60,Female,85,High School,Married,803,35,Self-Employed,0,Own,Business,Rejected
36,Male,61,PhD,Married,787,39,Unemployed,5,Rent,Education,Approved
26,Male,57,Master,Single,443,48,Employed,5,Own,Business,Rejected
44,Female,125,High School,Divorced,492,22,Employed,0,Own,Business,Rejected
51,Female,115,Master,Divorced,846,3,Unemployed,5,Rent,Education,Approved
61,Female,89,High School,Single,477,6,Employed,2,Own,Business,Rejected
21,Female,57,Bachelor,Widowed,617,36,Retired,3,Mortgage,Personal,Approved
53,Female,116,Master,Widowed,690,16,Self-Employed,0,Mortgage,Personal,Rejected
35,Male,127,Master,Single,450,3,Employed,5,Mortgage,Personal,Approved
32,Female,138,High School,Single,746,36,Unemployed,2,Rent,Business,Rejected
68,Female,93,Master,Widowed,840,11,Retired,4,Rent,Car,Approved
30,Male,76,High School,Single,449,17,Retired,0,Mortgage,Car,Rejected
36,Male,129,PhD,Divorced,507,19,Retired,3,Rent,Education,Rejected
66,Male,98,Master,Widowed,648,8,Retired,4,Rent,Car,Rejected
23,Male,55,Master,Widowed,561,14,Self-Employed,4,Rent,Car,Approved
65,Male,76,Bachelor,Widowed,712,26,Retired,4,Mortgage,Education,Approved
29,Male,148,Bachelor,Divorced,388,48,Retired,4,Rent,Personal,Rejected
68,Male,22,Master,Single,557,25,Retired,1,Rent,Education,Rejected
54,Male,33,Bachelor,Married,791,48,Unemployed,3,Mortgage,Car,Approved
34,Male,53,Master,Married,847,10,Unemployed,2,Mortgage,Car,Rejected
40,Female,89,High School,Divorced,395,32,Unemployed,0,Rent,Education,Rejected
43,Male,88,Master,Divorced,703,15,Unemployed,2,Rent,Business,Rejected
46,Female,123,Master,Single,738,4,Employed,1,Own,Car,Approved
50,Female,48,PhD,Married,336,28,Retired,4,Mortgage,Car,Rejected
44,Female,67,Bachelor,Widowed,780,4,Employed,5,Own,Education,Approved
42,Female,113,Bachelor,Divorced,479,13,Employed,0,Own,Car,Rejected
27,Female,98,PhD,Married,624,12,Employed,3,Own,Business,Approved
64,Female,136,High School,Widowed,705,15,Self-Employed,0,Own,Business,Approved
40,Female,86,High School,Widowed,768,29,Retired,0,Mortgage,Education,Rejected
38,Female,94,High School,Single,570,23,Retired,2,Mortgage,Home,Rejected
38,Male,47,PhD,Divorced,653,13,Employed,5,Mortgage,Personal,Rejected
60,Female,140,Master,Widowed,764,38,Unemployed,4,Own,Business,Rejected
30,Female,28,High School,Divorced,663,46,Self-Employed,3,Mortgage,Business,Rejected
54,Female,142,High School,Married,368,35,Employed,0,Mortgage,Personal,Rejected
50,Female,68,PhD,Married,607,40,Employed,1,Mortgage,Education,Rejected
41,Male,110,Bachelor,Divorced,722,12,Self-Employed,1,Rent,Car,Approved
61,Female,144,PhD,Widowed,813,30,Employed,5,Own,Education,Rejected
28,Male,95,Bachelor,Widowed,518,46,Retired,4,Mortgage,Home,Rejected
34,Male,123,High School,Married,344,5,Unemployed,5,Mortgage,Home,Rejected
21,Female,52,High School,Widowed,532,2,Unemployed,0,Own,Personal,Rejected
64,Female,72,Master,Widowed,666,42,Unemployed,4,Own,Home,Approved
42,Male,59,Master,Married,421,30,Unemployed,0,Mortgage,Home,Rejected
47,Female,37,Bachelor,Single,794,35,Employed,3,Rent,Personal,Rejected
26,Female,32,High School,Married,448,10,Unemployed,1,Mortgage,Personal,Rejected
38,Male,93,High School,Divorced,775,9,Employed,5,Rent,Personal,Approved
37,Male,115,PhD,Single,649,17,Retired,2,Own,Personal,Approved
36,Female,124,High School,Divorced,414,38,Employed,5,Own,Personal,Rejected
36,Female,150,High School,Single,536,30,Employed,4,Rent,Business,Rejected
29,Female,86,PhD,Single,346,41,Employed,3,Own,Car,Rejected
54,Male,52,PhD,Married,573,35,Self-Employed,1,Rent,Personal,Approved
59,Female,21,High School,Married,412,7,Self-Employed,3,Mortgage,Car,Rejected
34,Male,94,Master,Divorced,844,12,Self-Employed,5,Mortgage,Home,Approved
54,Male,93,Master,Married,698,50,Retired,5,Own,Business,Rejected
65,Female,45,High School,Single,591,42,Unemployed,2,Own,Personal,Rejected
56,Male,147,Master,Married,615,34,Employed,0,Own,Business,Approved
45,Female,46,PhD,Divorced,461,49,Employed,0,Rent,Education,Rejected
58,Female,148,Master,Single,389,3,Unemployed,3,Own,Car,Rejected
52,Male,40,High School,Divorced,350,33,Self-Employed,3,Mortgage,Personal,Rejected
64,Female,98,Master,Widowed,723,40,Retired,4,Mortgage,Car,Approved
65,Male,113,High School,Married,705,13,Employed,3,Mortgage,Car,Rejected
35,Male,27,Master,Single,443,11,Unemployed,0,Rent,Education,Rejected
31,Female,102,High School,Divorced,827,40,Self-Employed,5,Mortgage,Car,Rejected
52,Female,22,High School,Married,432,20,Retired,3,Mortgage,Home,Rejected
61,Female,74,Master,Married,798,31,Unemployed,1,Own,Car,Rejected
58,Female,55,Master,Divorced,689,33,Unemployed,1,Mortgage,Education,Approved
24,Male,25,PhD,Single,469,34,Employed,0,Own,Education,Rejected
58,Male,140,Bachelor,Divorced,841,50,Retired,3,Mortgage,Personal,Rejected
30,Male,61,High School,Married,459,50,Retired,5,Mortgage,Home,Approved
35,Female,69,High School,Divorced,711,9,Self-Employed,3,Own,Car,Rejected
54,Male,131,High School,Widowed,683,7,Self-Employed,3,Own,Education,Approved
30,Male,69,High School,Married,484,9,Employed,1,Mortgage,Education,Rejected
53,Female,49,Master,Single,513,42,Retired,0,Rent,Car,Rejected
48,Female,58,Master,Widowed,393,26,Self-Employed,4,Rent,Car,Rejected
19,Female,135,Bachelor,Divorced,518,2,Retired,5,Own,Personal,Rejected
33,Male,78,High School,Single,518,5,Unemployed,1,Own,Personal,Approved
26,Female,95,Bachelor,Widowed,312,49,Unemployed,0,Mortgage,Home,Rejected
26,Male,67,PhD,Divorced,722,2,Unemployed,0,Rent,Personal,Approved
55,Male,100,Bachelor,Widowed,722,10,Retired,4,Rent,Personal,Approved
28,Male,68,Bachelor,Married,785,31,Employed,2,Mortgage,Business,Rejected
39,Male,86,PhD,Single,676,33,Self-Employed,4,Rent,Car,Rejected
50,Male,96,PhD,Widowed,707,44,Employed,4,Mortgage,Personal,Rejected
53,Female,40,Bachelor,Married,418,47,Employed,0,Mortgage,Business,Rejected
62,Male,124,PhD,Divorced,570,6,Employed,2,Own,Business,Approved
40,Female,91,Bachelor,Married,396,14,Employed,2,Mortgage,Personal,Rejected
62,Male,35,Master,Divorced,346,14,Self-Employed,3,Rent,Education,Rejected
62,Male,47,Master,Single,472,15,Unemployed,4,Rent,Personal,Rejected
51,Female,99,Bachelor,Married,646,33,Unemployed,4,Mortgage,Personal,Rejected
26,Male,76,PhD,Married,536,31,Unemployed,2,Own,Car,Rejected
41,Male,129,PhD,Divorced,842,17,Retired,2,Rent,Education,Approved
25,Female,71,Master,Widowed,512,43,Retired,5,Own,Home,Rejected
24,Female,103,Master,Divorced,571,15,Self-Employed,2,Mortgage,Personal,Rejected
53,Male,67,PhD,Widowed,706,20,Self-Employed,0,Mortgage,Personal,Rejected
35,Male,146,PhD,Divorced,377,48,Self-Employed,0,Rent,Car,Approved
20,Male,117,PhD,Single,445,21,Unemployed,0,Rent,Home,Approved
45,Female,137,PhD,Widowed,311,29,Self-Employed,5,Own,Business,Rejected
23,Male,112,Bachelor,Married,528,9,Unemployed,4,Mortgage,Education,Approved
61,Female,86,PhD,Widowed,640,29,Unemployed,5,Own,Home,Rejected
61,Female,93,Master,Divorced,463,44,Employed,5,Rent,Personal,Rejected
38,Male,103,Master,Divorced,681,34,Retired,2,Rent,Business,Approved
45,Female,29,High School,Widowed,721,47,Retired,0,Own,Car,Approved
57,Male,137,PhD,Married,737,9,Self-Employed,3,Mortgage,Personal,Rejected
18,Male,116,Bachelor,Single,362,48,Employed,2,Rent,Car,Rejected
53,Female,25,High School,Married,545,30,Self-Employed,5,Mortgage,Education,Rejected
38,Female,37,High School,Widowed,349,17,Self-Employed,2,Rent,Car,Rejected
60,Female,91,Bachelor,Divorced,533,4,Retired,5,Mortgage,Home,Rejected
52,Female,108,High School,Married,827,40,Employed,2,Rent,Home,Approved
30,Female,61,High School,Divorced,815,32,Self-Employed,0,Mortgage,Education,Approved
66,Female,23,Master,Divorced,581,32,Self-Employed,1,Mortgage,Education,Rejected
27,Male,39,High School,Married,519,7,Self-Employed,3,Rent,Education,Rejected
70,Male,47,Bachelor,Widowed,647,38,Unemployed,3,Mortgage,Home,Approved
61,Male,123,PhD,Married,663,32,Retired,1,Mortgage,Personal,Rejected
64,Female,63,PhD,Single,341,5,Unemployed,3,Rent,Home,Rejected
70,Female,42,PhD,Divorced,722,42,Self-Employed,0,Own,Car,Rejected
27,Female,66,Master,Divorced,434,3,Employed,2,Rent,Education,Rejected
63,Male,32,Master,Widowed,558,20,Unemployed,1,Own,Business,Rejected
30,Male,114,Master,Divorced,490,17,Unemployed,2,Rent,Home,Approved
54,Female,35,Bachelor,Divorced,555,16,Self-Employed,5,Own,Business,Rejected
55,Female,138,PhD,Divorced,793,11,Unemployed,3,Own,Personal,Rejected
41,Female,136,Bachelor,Married,372,13,Employed,4,Rent,Home,Rejected
19,Female,29,Bachelor,Divorced,373,18,Employed,3,Mortgage,Personal,Rejected
39,Male,141,High School,Married,700,14,Retired,3,Rent,Personal,Approved
34,Male,57,PhD,Widowed,378,34,Retired,1,Own,Home,Rejected
53,Male,63,High School,Single,547,12,Employed,2,Own,Home,Rejected
31,Female,114,Master,Divorced,486,22,Employed,1,Own,Personal,Rejected
27,Male,93,Master,Single,769,21,Unemployed,0,Rent,Education,Approved
52,Female,132,Bachelor,Married,755,26,Retired,2,Own,Home,Rejected
42,Female,70,Bachelor,Widowed,575,42,Unemployed,0,Mortgage,Personal,Rejected
20,Female,71,High School,Widowed,478,39,Employed,0,Mortgage,Car,Rejected
64,Male,111,High School,Married,428,2,Retired,1,Mortgage,Business,Rejected
55,Male,78,Bachelor,Single,678,50,Unemployed,3,Rent,Car,Rejected
34,Female,32,PhD,Divorced,414,49,Retired,5,Mortgage,Home,Rejected
29,Male,31,Bachelor,Married,621,16,Self-Employed,4,Rent,Home,Approved
69,Female,69,PhD,Married,688,34,Self-Employed,5,Own,Home,Approved
41,Female,76,High School,Married,763,11,Self-Employed,3,Rent,Home,Rejected
46,Female,138,Master,Married,501,19,Self-Employed,3,Mortgage,Car,Rejected
60,Male,76,Master,Married,846,30,Self-Employed,2,Rent,Education,Approved
42,Male,27,High School,Widowed,708,7,Retired,1,Rent,Personal,Approved
53,Female,125,High School,Married,451,27,Employed,2,Rent,Personal,Rejected
43,Male,139,Master,Widowed,704,22,Unemployed,4,Rent,Personal,Approved
55,Male,82,PhD,Single,790,17,Employed,1,Own,Business,Rejected
18,Male,91,High School,Divorced,461,15,Employed,5,Rent,Home,Approved
37,Male,150,PhD,Widowed,446,9,Employed,5,Rent,Car,Rejected
45,Female,32,PhD,Divorced,711,12,Unemployed,5,Rent,Car,Rejected
33,Male,71,Master,Divorced,555,8,Self-Employed,3,Own,Car,Approved
64,Female,81,PhD,Divorced,669,2,Retired,0,Own,Education,Rejected
34,Female,138,Master,Widowed,590,49,Retired,3,Own,Home,Rejected
57,Male,128,High School,Widowed,639,48,Employed,3,Rent,Personal,Rejected
45,Female,27,Bachelor,Widowed,375,16,Retired,1,Rent,Personal,Rejected
29,Female,114,Bachelor,Single,839,3,Unemployed,3,Own,Home,Rejected
44,Male,144,Bachelor,Widowed,804,48,Employed,4,Rent,Personal,Approved
70,Female,72,Bachelor,Single,620,31,Unemployed,3,Rent,Personal,Approved
59,Female,82,Bachelor,Widowed,606,43,Employed,0,Own,Home,Approved
64,Male,114,Bachelor,Widowed,646,26,Self-Employed,1,Own,Car,Approved
47,Male,100,PhD,Divorced,692,41,Retired,5,Mortgage,Business,Rejected
58,Male,76,PhD,Married,498,46,Retired,4,Own,Home,Rejected
51,Male,86,Bachelor,Divorced,481,2,Unemployed,5,Own,Personal,Approved
54,Male,65,High School,Widowed,539,30,Retired,1,Own,Personal,Rejected
23,Female,113,High School,Married,365,13,Employed,0,Own,Business,Rejected
24,Female,132,PhD,Married,470,37,Self-Employed,2,Rent,Business,Rejected
49,Male,112,PhD,Single,464,14,Retired,4,Own,Business,Rejected
49,Male,68,Bachelor,Married,362,1,Self-Employed,0,Rent,Home,Rejected
70,Female,42,High School,Single,654,32,Unemployed,5,Rent,Car,Rejected
42,Male,81,Master,Divorced,350,6,Self-Employed,2,Own,Business,Rejected
50,Male,30,Bachelor,Single,342,22,Retired,5,Own,Education,Rejected
24,Female,92,PhD,Widowed,620,11,Retired,0,Mortgage,Car,Rejected
69,Female,137,PhD,Married,617,49,Unemployed,2,Rent,Business,Rejected
29,Female,107,PhD,Widowed,515,23,Unemployed,2,Own,Personal,Rejected
33,Male,108,Master,Married,490,14,Self-Employed,1,Rent,Home,Approved
33,Female,74,High School,Married,789,14,Self-Employed,3,Mortgage,Personal,Rejected
60,Male,28,PhD,Divorced,389,20,Unemployed,3,Own,Personal,Approved
70,Female,31,Bachelor,Single,721,7,Retired,0,Mortgage,Home,Rejected
53,Male,132,Master,Divorced,790,19,Self-Employed,2,Rent,Car,Approved
30,Male,27,High School,Single,553,26,Unemployed,3,Mortgage,Personal,Rejected
24,Male,55,Bachelor,Divorced,406,22,Self-Employed,0,Mortgage,Car,Approved
53,Female,144,Bachelor,Divorced,593,6,Unemployed,0,Rent,Home,Rejected
64,Female,69,Master,Married,810,13,Retired,4,Rent,Business,Rejected
68,Female,126,Master,Divorced,535,10,Self-Employed,1,Rent,Personal,Rejected
26,Male,28,Master,Divorced,797,19,Self-Employed,1,Rent,Personal,Approved
49,Female,86,PhD,Single,655,31,Employed,5,Rent,Home,Rejected
28,Female,72,High School,Divorced,603,10,Employed,2,Rent,Home,Approved
25,Male,101,PhD,Married,831,37,Retired,3,Mortgage,Business,Rejected
50,Male,129,Master,Divorced,791,13,Unemployed,2,Rent,Home,Rejected
40,Female,72,Master,Widowed,416,17,Employed,3,Rent,Education,Rejected
42,Female,133,Master,Widowed,666,5,Employed,3,Rent,Education,Rejected
25,Female,82,PhD,Single,758,21,Retired,3,Rent,Home,Rejected
62,Male,38,Bachelor,Single,419,39,Unemployed,5,Own,Business,Rejected
39,Female,143,Master,Widowed,512,20,Retired,3,Mortgage,Education,Rejected
21,Male,105,PhD,Divorced,482,7,Self-Employed,3,Mortgage,Personal,Approved
57,Male,89,Master,Divorced,638,15,Self-Employed,4,Own,Business,Rejected
20,Female,66,PhD,Single,777,15,Unemployed,4,Mortgage,Home,Approved
46,Female,127,High School,Married,793,23,Employed,3,Mortgage,Education,Rejected
58,Male,39,High School,Divorced,530,33,Retired,5,Rent,Business,Rejected
46,Male,56,PhD,Widowed,663,44,Retired,0,Mortgage,Personal,Rejected
51,Female,149,Master,Married,745,2,Self-Employed,0,Own,Home,Approved
51,Female,55,PhD,Married,783,50,Retired,1,Mortgage,Car,Rejected
45,Female,83,High School,Divorced,545,32,Employed,3,Own,Education,Rejected
30,Male,26,PhD,Married,524,15,Unemployed,0,Own,Personal,Rejected
32,Male,139,High School,Single,456,7,Retired,1,Mortgage,Business,Approved
40,Female,41,High School,Married,664,9,Employed,0,Rent,Education,Rejected
61,Male,65,Bachelor,Single,485,28,Unemployed,1,Own,Education,Rejected
43,Male,129,Master,Divorced,794,22,Retired,2,Mortgage,Home,Approved
21,Female,65,PhD,Married,484,3,Retired,0,Mortgage,Personal,Rejected
43,Male,47,Master,Widowed,686,42,Unemployed,3,Rent,Education,Rejected
57,Female,106,Master,Widowed,579,2,Retired,3,Rent,Education,Rejected
26,Female,54,High School,Single,781,22,Retired,4,Mortgage,Personal,Rejected
22,Male,148,High School,Single,564,25,Retired,2,Rent,Business,Approved
49,Male,28,PhD,Divorced,651,25,Self-Employed,2,Own,Home,Rejected
37,Female,28,PhD,Married,381,32,Unemployed,0,Mortgage,Education,Rejected
67,Male,41,PhD,Single,480,44,Self-Employed,1,Rent,Personal,Rejected
28,Female,89,High School,Single,641,7,Unemployed,5,Mortgage,Car,Approved
32,Male,84,Bachelor,Divorced,495,31,Self-Employed,4,Rent,Business,Rejected
49,Male,62,PhD,Married,359,37,Retired,2,Own,Home,Rejected
45,Male,36,High School,Married,450,4,Employed,2,Mortgage,Car,Approved
39,Female,87,Bachelor,Single,360,33,Unemployed,5,Rent,Business,Rejected
58,Male,48,Master,Married,727,15,Employed,3,Own,Education,Approved
34,Female,63,High School,Married,630,9,Unemployed,5,Own,Home,Approved
43,Female,26,PhD,Married,338,6,Unemployed,3,Rent,Business,Rejected
61,Female,73,PhD,Widowed,552,46,Retired,1,Mortgage,Business,Rejected
24,Male,65,Bachelor,Married,532,31,Unemployed,0,Rent,Business,Approved
59,Female,23,Bachelor,Widowed,653,34,Retired,1,Rent,Business,Approved
43,Female,110,High School,Married,469,44,Retired,0,Own,Car,Rejected
42,Male,80,Bachelor,Married,516,38,Retired,4,Rent,Home,Approved
27,Female,130,High School,Married,647,13,Self-Employed,5,Rent,Education,Approved
62,Female,56,Bachelor,Single,825,36,Self-Employed,2,Mortgage,Home,Approved
36,Male,22,Master,Single,710,32,Retired,1,Rent,Car,Rejected
28,Female,32,PhD,Widowed,827,22,Employed,0,Mortgage,Home,Approved
30,Male,107,PhD,Married,825,48,Employed,5,Rent,Car,Rejected
70,Female,95,Master,Widowed,542,29,Unemployed,4,Own,Car,Rejected
25,Female,27,PhD,Married,307,11,Employed,1,Rent,Car,Rejected
57,Male,102,PhD,Divorced,582,6,Unemployed,2,Mortgage,Car,Approved
21,Female,28,PhD,Widowed,465,5,Unemployed,4,Mortgage,Business,Rejected
64,Female,97,PhD,Single,502,1,Unemployed,3,Rent,Home,Rejected
48,Female,143,Master,Divorced,663,39,Self-Employed,2,Rent,Personal,Rejected
45,Male,61,High School,Single,451,50,Retired,3,Rent,Car,Approved
28,Male,60,PhD,Divorced,724,10,Employed,4,Mortgage,Car,Approved
60,Male,108,Master,Divorced,768,10,Retired,4,Mortgage,Home,Approved
18,Male,96,PhD,Divorced,709,49,Retired,3,Own,Business,Approved
66,Male,73,Master,Widowed,814,24,Self-Employed,0,Rent,Education,Rejected
64,Female,116,Master,Widowed,550,7,Unemployed,5,Mortgage,Car,Rejected
69,Male,117,High School,Single,376,22,Retired,4,Mortgage,Business,Rejected
55,Male,75,Bachelor,Widowed,721,21,Unemployed,1,Mortgage,Business,Approved
41,Male,119,High School,Single,684,22,Self-Employed,5,Mortgage,Personal,Approved
64,Female,29,High School,Married,678,33,Retired,1,Own,Car,Approved
48,Female,63,PhD,Single,527,44,Employed,4,Mortgage,Business,Rejected
58,Male,149,Master,Single,417,25,Retired,5,Mortgage,Personal,Approved
63,Female,149,Bachelor,Widowed,566,31,Self-Employed,3,Rent,Business,Rejected
67,Female,38,Master,Single,534,49,Self-Employed,3,Own,Personal,Rejected
43,Female,99,PhD,Widowed,467,16,Retired,2,Own,Personal,Rejected
66,Female,108,Master,Single,821,15,Employed,3,Own,Personal,Rejected
67,Male,20,PhD,Married,636,29,Unemployed,0,Rent,Business,Rejected
22,Male,149,High School,Widowed,626,19,Retired,0,Own,Education,Rejected
37,Female,46,High School,Widowed,658,17,Retired,1,Mortgage,Home,Rejected
69,Female,21,PhD,Married,747,26,Employed,4,Own,Personal,Rejected
58,Female,38,High School,Widowed,833,36,Employed,1,Mortgage,Car,Approved
28,Female,133,Master,Single,396,36,Self-Employed,4,Own,Home,Rejected
50,Male,75,Bachelor,Divorced,849,35,Unemployed,1,Own,Education,Rejected
67,Female,114,Bachelor,Widowed,555,40,Unemployed,4,Mortgage,Home,Rejected
55,Male,76,Master,Divorced,741,23,Retired,4,Rent,Home,Rejected
44,Female,121,Bachelor,Single,708,9,Unemployed,1,Rent,Education,Approved
51,Male,89,Master,Married,384,34,Self-Employed,2,Rent,Car,Rejected
32,Female,101,PhD,Widowed,716,18,Self-Employed,0,Mortgage,Personal,Rejected
49,Male,68,Bachelor,Divorced,848,16,Employed,3,Mortgage,Business,Rejected
38,Male,110,PhD,Married,801,32,Employed,0,Own,Car,Approved
63,Male,24,PhD,Married,397,28,Self-Employed,3,Own,Car,Rejected
22,Female,76,Master,Widowed,841,32,Employed,4,Mortgage,Personal,Approved
23,Male,111,Bachelor,Divorced,802,50,Self-Employed,5,Own,Car,Rejected
55,Female,55,High School,Widowed,750,18,Employed,1,Own,Car,Rejected
39,Male,131,High School,Single,490,44,Retired,1,Rent,Home,Rejected
35,Male,32,High School,Married,500,34,Unemployed,3,Mortgage,Home,Approved
31,Female,141,High School,Divorced,621,29,Self-Employed,1,Rent,Education,Rejected
27,Male,128,Master,Widowed,557,21,Employed,1,Own,Education,Approved
63,Female,111,PhD,Married,454,1,Self-Employed,1,Own,Education,Rejected
30,Female,121,Bachelor,Widowed,786,16,Retired,0,Rent,Business,Rejected
48,Female,75,Master,Divorced,527,49,Self-Employed,1,Mortgage,Personal,Rejected
47,Female,64,High School,Single,816,33,Employed,2,Own,Business,Approved
20,Male,79,Bachelor,Single,810,21,Employed,3,Mortgage,Business,Approved
47,Male,73,Master,Single,373,35,Self-Employed,0,Rent,Education,Approved
23,Female,56,PhD,Widowed,664,27,Self-Employed,0,Own,Personal,Rejected
46,Male,56,High School,Married,323,20,Employed,4,Rent,Business,Rejected
25,Male,33,Bachelor,Single,762,31,Retired,4,Mortgage,Home,Rejected
61,Female,114,Bachelor,Single,780,16,Retired,1,Own,Business,Approved
62,Male,121,High School,Single,388,14,Retired,0,Mortgage,Home,Approved
60,Female,61,PhD,Single,833,48,Unemployed,5,Mortgage,Business,Approved
61,Male,20,High School,Divorced,599,32,Unemployed,0,Own,Personal,Approved
50,Male,42,PhD,Divorced,343,41,Unemployed,1,Rent,Home,Rejected
34,Female,47,Bachelor,Married,336,32,Self-Employed,3,Own,Home,Rejected
65,Male,37,High School,Divorced,818,2,Unemployed,0,Mortgage,Education,Rejected
28,Male,68,PhD,Divorced,773,45,Self-Employed,4,Mortgage,Home,Rejected
30,Female,66,PhD,Divorced,579,22,Retired,1,Mortgage,Business,Rejected
67,Male,134,Master,Widowed,760,37,Employed,0,Own,Business,Approved
28,Female,58,PhD,Divorced,468,17,Unemployed,5,Mortgage,Education,Rejected
48,Male,25,High School,Widowed,369,32,Employed,5,Own,Car,Rejected
45,Female,72,High School,Widowed,512,38,Unemployed,4,Own,Home,Rejected
61,Female,44,PhD,Divorced,371,17,Unemployed,2,Mortgage,Home,Rejected
23,Female,118,High School,Widowed,479,34,Employed,0,Mortgage,Home,Rejected
58,Female,84,Bachelor,Single,507,7,Retired,5,Mortgage,Business,Rejected
33,Female,27,Bachelor,Married,476,29,Retired,1,Rent,Personal,Rejected
21,Male,58,High School,Divorced,600,17,Retired,4,Rent,Personal,Rejected
52,Male,130,PhD,Divorced,453,24,Employed,0,Rent,Personal,Rejected
65,Female,62,Bachelor,Married,453,8,Self-Employed,4,Mortgage,Education,Rejected
43,Male,101,PhD,Divorced,329,23,Employed,1,Mortgage,Education,Approved
29,Female,142,High School,Divorced,326,33,Self-Employed,0,Rent,Business,Rejected
28,Male,23,Master,Married,539,29,Retired,5,Own,Personal,Rejected
54,Male,127,Bachelor,Widowed,397,19,Self-Employed,1,Rent,Car,Approved
42,Female,112,High School,Single,625,5,Retired,3,Rent,Home,Rejected
35,Female,148,Bachelor,Widowed,536,37,Retired,0,Own,Personal,Rejected
36,Male,113,PhD,Single,437,23,Retired,0,Rent,Car,Approved
40,Male,75,Master,Married,847,26,Retired,5,Rent,Home,Rejected
55,Female,22,Master,Widowed,345,24,Employed,4,Rent,Home,Rejected
35,Male,41,High School,Widowed,689,21,Unemployed,0,Own,Education,Rejected
43,Male,75,Bachelor,Single,663,33,Unemployed,3,Own,Car,Rejected
23,Female,37,Master,Single,659,26,Unemployed,4,Rent,Personal,Rejected
21,Male,135,Bachelor,Single,506,10,Employed,4,Mortgage,Personal,Rejected
61,Female,103,PhD,Single,814,42,Retired,2,Rent,Business,Approved
68,Female,49,PhD,Divorced,665,29,Retired,0,Own,Car,Approved
46,Female,99,High School,Married,737,35,Retired,2,Own,Home,Approved
51,Male,85,Master,Single,530,28,Unemployed,5,Own,Education,Rejected
34,Male,29,Master,Widowed,722,12,Retired,3,Mortgage,Business,Approved
60,Female,78,Bachelor,Widowed,768,44,Self-Employed,0,Mortgage,Education,Rejected
60,Female,70,PhD,Widowed,610,7,Employed,2,Mortgage,Home,Rejected
